City ▾,State,County,Population,People per sq mi,August high (F),December high (F),Aug Hi Minus Dec Hi,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Average August humidity,Average December humidity,Average yearly humidity,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Median rent,Median home price,Median home age,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,,,,,,
Spring Hill,Florida,Hernando County,104722,"1,749",91,72,19,53,112,240,0,77%,77%,75%,6,27,49,44,17.88%,"$40,969.00 ","$1,069.00 ","$167,400.00 ",27,10%,68%,36%,69,29 mins,4.50%,2.40%,8.30%,33.60%,62.30%,1.77%,5.55%,86.93%,16.20%,,,,,,
Spring Valley,Nevada,Clark County,195646,"5,884",102,56,46,5,28,290,0,N/A,N/A,N/A,N/A,40,45,37,25.16%,"$50,795.00 ","$1,191.00 ","$237,900.00 ",22,13%,61%,44%,56,22 mins,4.70%,3.50%,14.70%,52.40%,41.70%,18.80%,12.44%,50.68%,23.40%,,,,,,
Springdale,Arkansas,Washington County,77252,"1,651",89,48,41,47,99,215,7,73%,75%,74%,8,31,51,31,20.33%,"$41,385.00 ",$777.00 ,"$168,500.00 ",24,6%,35%,21%,54,19 mins,2.70%,0.70%,16.20%,40.80%,50.70%,2.00%,2.71%,62.64%,36.50%,,,,,,
Springfield,Massachusetts,Hampden County,154613,"4,852",82,39,43,46,117,189,40,76%,78%,76%,6,51,51,32,18.55%,"$34,731.00 ",$877.00 ,"$165,800.00 ",68,6%,27%,13%,43,21 mins,6.00%,3.60%,1.10%,54.60%,38.20%,2.70%,20.94%,63.33%,43.80%,,,,,,
Springfield,Missouri,Greene County,165785,"2,013",89,45,44,45,97,210,14,73%,75%,74%,7,62,95,32,27.36%,"$32,473.00 ",$744.00 ,"$136,700.00 ",43,7%,26%,18%,50,17 mins,2.90%,1.10%,4.30%,32.70%,59.80%,2.08%,4.36%,88.07%,4.50%,,,,,,
Springfield,Oregon,Lane County,60823,"3,842",83,46,37,50,157,158,4,68%,87%,79%,4,21,64,35,17.82%,"$39,355.00 ",$929.00 ,"$260,200.00 ",41,7%,49%,30%,43,20 mins,5.00%,1.10%,4.10%,53.50%,35.00%,1.64%,N/A,85.24%,12.00%,,,,,,
St. Charles,Missouri,St. Charles County,69026,"2,796",87,42,45,42,106,202,14,N/A,N/A,N/A,N/A,16,37,36,N/A,"$56,622.00 ",N/A,"$199,500.00 ",34,5%,26%,13%,45,21 mins,3.20%,N/A,5.60%,33.80%,59.90%,N/A,N/A,N/A,5.00%,,,,,,
St. Clair Shores,Michigan,Macomb County,59865,"5,129",80,36,44,34,124,180,31,N/A,N/A,N/A,N/A,13,21,44,N/A,"$53,252.00 ",N/A,"$152,000.00 ",60,7%,49%,28%,66,26 mins,4.80%,0.20%,-1.50%,42.00%,53.60%,N/A,N/A,N/A,2.10%,,,,,,
St. George,Utah,Washington County,79995,"1,041",99,54,45,10,43,255,2,N/A,N/A,N/A,N/A,11,29,36,N/A,"$48,188.00 ",N/A,"$303,700.00 ",21,13%,48%,27%,68,15 mins,3.50%,3.50%,12.50%,16.50%,68.40%,N/A,N/A,N/A,13.00%,,,,,,
St. John township,Indiana,Lake County,67024,"1,710",82,35,47,39,118,188,30,N/A,N/A,N/A,N/A,18,37,43,N/A,"$76,447.00 ",N/A,"$230,600.00 ",30,6%,26%,16%,67,31 mins,5.00%,1.20%,4.00%,57.70%,37.30%,N/A,N/A,N/A,11.30%,,,,,,
St. Joseph,Indiana,Allen County,74854,"2,109",82,36,46,38,120,180,32,N/A,N/A,N/A,N/A,22,47,35,N/A,"$55,190.00 ",N/A,"$137,200.00 ",39,10%,28%,29%,70,20 mins,3.50%,N/A,4.50%,37.30%,56.50%,N/A,N/A,N/A,3.70%,,,,,,
St. Joseph,Missouri,Buchanan County,76819,"1,745",86,39,47,36,98,219,18,N/A,N/A,N/A,N/A,31,81,35,N/A,"$42,042.00 ",N/A,"$104,200.00 ",59,3%,20%,12%,66,16 mins,3.60%,0.90%,1.20%,33.40%,59.30%,N/A,N/A,N/A,7.10%,,,,,,
St. Louis,Missouri,St. Louis city County,314867,"5,100",88,43,45,42,105,202,16,N/A,N/A,N/A,N/A,86,85,35,N/A,"$34,800.00 ",N/A,"$115,700.00 ",78,2%,24%,3%,39,24 mins,4.50%,N/A,-1.20%,78.70%,15.70%,N/A,N/A,N/A,3.90%,,,,,,
St. Peters,Missouri,St. Charles County,56375,"2,508",87,42,45,43,104,201,13,N/A,N/A,N/A,N/A,11,33,39,N/A,"$69,854.00 ",N/A,"$197,500.00 ",30,5%,28%,15%,52,24 mins,2.90%,N/A,6.70%,33.80%,59.90%,N/A,N/A,N/A,3.60%,,,,,,
St. Petersburg,Florida,Pinellas County,256031,"4,140",90,72,18,51,102,248,0,N/A,N/A,N/A,N/A,40,71,42,N/A,"$45,483.00 ",N/A,"$212,800.00 ",50,10%,78%,51%,68,23 mins,3.20%,2.30%,4.20%,47.00%,48.10%,N/A,N/A,N/A,7.60%,,,,,,
Stamford,Connecticut,Fairfield County,128851,"3,425",82,42,40,51,124,178,30,72%,74%,73%,8,16,24,37,50.07%,"$77,221.00 ","$1,812.00 ","$291,000.00 ",48,0%,8%,-7%,43,27 mins,3.10%,-0.30%,6.60%,57.90%,38.00%,8.55%,14.10%,64.42%,26.50%,,,,,,
Staten Island,New York,Richmond (Staten Island) County,475948,"8,154",84,44,40,47,117,206,25,74%,75%,75%,9,53,59,39,N/A,"$74,043.00 ",N/A,"$518,100.00 ",45,7%,13%,8%,44,44 mins,4.60%,N/A,2.70%,41.00%,56.10%,N/A,N/A,N/A,18.20%,,,,,,
Sterling Heights,Michigan,Macomb County,131996,"3,623",81,36,45,33,125,180,32,71%,80%,75%,8,14,23,41,28.44%,"$58,800.00 ","$1,025.00 ","$209,600.00 ",41,7%,35%,32%,61,25 mins,4.70%,0.20%,1.80%,42.00%,53.60%,7.69%,5.93%,83.28%,2.90%,,,,,,
Stockton,California,San Joaquin County,304358,"4,934",92,55,37,17,60,257,0,45%,69%,57%,5,65,59,32,18.28%,"$45,347.00 ","$1,115.00 ","$297,300.00 ",40,8%,63%,77%,48,29 mins,7.40%,2.20%,5.90%,53.40%,39.20%,21.54%,11.15%,44.82%,42.20%,,,,,,
Stratford,Connecticut,Fairfield County,52529,"3,004",81,43,38,47,114,175,30,74%,73%,73%,11,9,35,44,33.16%,"$66,451.00 ","$1,285.00 ","$236,300.00 ",59,0%,7%,-6%,64,29 mins,3.50%,-0.20%,3.40%,57.90%,38.00%,2.36%,16.55%,73.06%,15.30%,,,,,,
Suffolk,Virginia,Suffolk city County,88057,221,87,53,34,48,116,210,5,77%,77%,75%,8,17,38,38,29.48%,"$66,822.00 ","$1,201.00 ","$233,700.00 ",28,3%,15%,-1%,66,28 mins,3.10%,1.30%,6.70%,53.80%,41.60%,1.96%,41.79%,51.45%,4.00%,,,,,,
Sugar Land,Texas,Fort Bend County,86886,"2,146",95,66,29,50,92,208,0,74%,76%,75%,7,7,26,41,60.11%,"$105,400.00 ","$1,775.00 ","$302,600.00 ",27,5%,33%,45%,61,30 mins,3.70%,3.20%,14.20%,51.40%,44.80%,36.57%,6.96%,52.05%,9.60%,,,,,,
Sunnyvale,California,Santa Clara County,151565,"6,892",80,58,22,15,63,260,0,64%,69%,66%,5,11,25,35,65.08%,"$103,257.00 ","$2,508.00 ","$1,667,300.00 ",45,5%,73%,107%,54,24 mins,2.30%,2.50%,11.10%,72.70%,20.60%,46.68%,1.60%,39.82%,16.60%,,,,,,
Sunrise,Florida,Broward County,92272,"5,702",91,77,14,64,136,244,0,70%,73%,71%,9,13,47,38,26.74%,"$49,370.00 ","$1,550.00 ","$231,100.00 ",35,9%,66%,27%,65,28 mins,3.30%,1.90%,8.50%,66.10%,31.20%,3.63%,35.17%,54.78%,29.40%,,,,,,
Sunrise Manor,Nevada,Clark County,193854,"5,808",103,57,46,5,25,296,0,N/A,N/A,N/A,N/A,45,50,33,10.58%,"$38,994.00 ",$958.00 ,"$195,500.00 ",27,12%,61%,43%,36,28 mins,4.70%,3.50%,-0.20%,52.40%,41.70%,5.80%,13.36%,52.07%,52.60%,,,,,,
Surprise,Arizona,Maricopa County,129534,"1,198",104,65,39,9,32,301,0,30%,40%,29%,5,8,27,41,28.56%,"$59,094.00 ","$1,349.00 ","$260,500.00 ",14,7%,41%,39%,65,30 mins,5.40%,3.30%,24.80%,44.80%,47.70%,2.76%,6.44%,84.34%,18.70%,,,,,,
Syracuse,New York,Onondaga County,144405,"5,769",80,37,43,41,165,163,104,80%,85%,81%,8,39,52,30,28.41%,"$31,566.00 ",$814.00 ,"$88,200.00 ",72,4%,15%,13%,60,18 mins,5.30%,0.50%,-0.20%,53.90%,40.10%,6.54%,30.00%,54.79%,9.10%,,,,,,
Tacoma,Washington,Pierce County,207280,"4,170",77,46,31,41,154,141,4,70%,85%,78%,4,43,85,35,29.71%,"$51,269.00 ","$1,180.00 ","$309,900.00 ",52,11%,58%,29%,34,28 mins,5.90%,1.80%,4.30%,47.90%,40.80%,8.75%,10.45%,64.81%,11.60%,,,,,,
Tallahassee,Florida,Leon County,188463,"1,876",92,65,27,59,103,233,0,77%,77%,75%,6,44,69,26,48.17%,"$39,407.00 ","$1,023.00 ","$184,500.00 ",31,9%,30%,6%,31,18 mins,3.90%,2.00%,6.60%,59.80%,35.00%,4.55%,35.02%,56.23%,6.80%,,,,,,
Tamarac,Florida,Broward County,64262,"5,552",91,77,14,62,138,251,0,70%,73%,71%,9,20,31,47,26.12%,"$43,250.00 ","$1,402.00 ","$189,200.00 ",37,12%,68%,27%,66,29 mins,3.30%,1.90%,7.50%,66.10%,31.20%,3.03%,31.95%,58.67%,27.50%,,,,,,
Tamiami,Florida,Miami-Dade County,58250,"8,266",91,77,14,63,133,252,0,N/A,N/A,N/A,N/A,28,53,44,28.93%,"$48,254.00 ","$1,614.00 ","$358,100.00 ",32,9%,54%,22%,57,33 mins,3.30%,0.80%,6.50%,63.20%,33.80%,N/A,1.58%,95.28%,94.10%,,,,,,
Tampa,Florida,Hillsborough,368087,"3,229",90,72,18,51,105,246,0,76%,75%,73%,6,36,33,35,38.59%,"$43,740.00 ","$1,131.00 ","$219,400.00 ",39,9%,81%,47%,50,24 mins,3.60%,2.30%,10.40%,51.00%,44.20%,4.31%,23.62%,65.41%,25.10%,,,,,,
Taunton,Massachusetts,Bristol County,56826,"1,217",81,42,39,50,118,201,36,78%,75%,76%,10,21,20,40,22.59%,"$52,225.00 ","$1,012.00 ","$295,400.00 ",54,5%,33%,19%,74,29 mins,3.50%,4.20%,1.60%,51.40%,41.80%,1.85%,8.80%,79.87%,6.50%,,,,,,
Taylor,Michigan,Wayne County,61648,"2,612",82,37,45,34,127,183,35,78%,81%,78%,9,27,41,38,11.62%,"$41,742.00 ",$880.00 ,"$104,200.00 ",54,10%,55%,17%,65,22 mins,6.50%,0.70%,-3.40%,66.40%,29.30%,1.47%,19.13%,75.28%,5.90%,,,,,,
Taylorsville,Utah,Salt Lake County,60377,"5,564",90,40,50,19,90,229,48,N/A,N/A,N/A,N/A,21,66,33,24.53%,"$57,779.00 ","$1,054.00 ","$320,600.00 ",36,11%,55%,45%,63,21 mins,3.00%,1.50%,3.50%,41.50%,32.60%,5.37%,1.76%,74.37%,20.80%,,,,,,
Temecula,California,Riverside County,110722,"2,971",96,67,29,12,31,276,0,53%,56%,57%,4,11,36,34,34.02%,"$78,535.00 ","$1,856.00 ","$473,100.00 ",20,4%,34%,60%,60,34 mins,3.50%,2.20%,15.50%,49.70%,44.40%,9.16%,4.56%,68.04%,27.60%,,,,,,
Tempe,Arizona,Maricopa County,178339,"4,461",103,66,37,9,36,300,0,31%,41%,30%,5,26,62,28,46.53%,"$48,183.00 ","$1,164.00 ","$286,700.00 ",36,8%,43%,40%,47,20 mins,4.50%,3.30%,8.70%,44.80%,47.70%,9.04%,6.88%,68.30%,22.70%,,,,,,
Temple,Texas,Bell County,71795,"1,021",96,61,35,37,81,224,0,57%,70%,68%,8,20,47,34,28.86%,"$47,962.00 ",$889.00 ,"$136,300.00 ",34,7%,25%,25%,57,18 mins,3.30%,1.90%,13.00%,39.50%,54.30%,2.01%,15.66%,75.08%,26.60%,,,,,,
Terre Haute,Indiana,Vigo County,60691,"1,757",85,40,45,44,113,192,16,80%,80%,78%,8,19,69,32,22.62%,"$33,317.00 ",$731.00 ,"$94,000.00 ",64,8%,15%,15%,59,17 mins,5.20%,1.20%,0.40%,39.70%,54.70%,1.55%,10.71%,82.16%,3.00%,,,,,,
The Bronx,New York,Bronx County,1455846,"34,584",83,44,39,48,122,200,26,N/A,N/A,N/A,N/A,43,34,33,N/A,"$34,284.00 ",N/A,"$420,400.00 ",67,7%,14%,8%,24,44 mins,6.10%,N/A,6.60%,88.50%,9.50%,N/A,N/A,N/A,55.70%,,,,,,
The Hammocks,Florida,Miami-Dade County,58976,"7,477",90,77,13,63,130,249,0,N/A,N/A,N/A,N/A,27,52,36,36.36%,"$58,071.00 ","$1,758.00 ","$333,800.00 ",27,9%,54%,25%,59,38 mins,3.30%,0.80%,17.90%,63.20%,33.80%,3.00%,3.84%,83.63%,78.90%,,,,,,
The Villages,Florida,Sumter County,74618,"2,383",92,71,21,51,115,238,0,78%,75%,74%,5,18,35,70,42.34%,"$55,708.00 ","$1,683.00 ","$274,800.00 ",11,8%,22%,28%,65,23 mins,4.80%,2.40%,85.00%,29.30%,68.30%,N/A,N/A,98.00%,1.80%,,,,,,
The Woodlands,Texas,Montgomery County,109608,"2,540",94,63,31,50,82,203,0,68%,74%,72%,7,16,34,39,63.80%,"$108,635.00 ","$1,566.00 ","$338,300.00 ",19,6%,27%,42%,53,31 mins,3.60%,3.20%,19.10%,22.30%,73.00%,5.91%,4.51%,84.21%,16.40%,,,,,,
Thornton,Colorado,Adams County,132310,"3,748",88,45,43,16,77,245,46,42%,60%,51%,7,20,42,33,29.04%,"$66,160.00 ","$1,495.00 ","$365,400.00 ",24,7%,64%,81%,40,30 mins,2.80%,2.80%,17.70%,49.90%,41.30%,4.86%,2.10%,84.03%,33.40%,,,,,,
Thousand Oaks,California,Ventura County,128909,"2,333",90,67,23,18,34,268,0,66%,55%,62%,5,11,21,43,50.79%,"$99,115.00 ","$2,101.00 ","$738,400.00 ",39,3%,27%,38%,65,26 mins,3.40%,1.00%,3.40%,54.60%,37.20%,9.86%,1.39%,82.03%,17.90%,,,,,,
Tigard,Oregon,Washington County,51355,"4,028",81,47,34,41,149,145,2,65%,85%,77%,4,15,42,37,44.21%,"$60,849.00 ","$1,243.00 ","$409,200.00 ",33,4%,49%,47%,27,24 mins,3.50%,0.90%,8.70%,56.90%,30.90%,8.11%,1.08%,81.86%,11.20%,,,,,,
Toms River,New Jersey,Ocean County,91415,"2,258",83,46,37,48,109,206,14,77%,75%,76%,10,10,35,44,32.38%,"$72,939.00 ","$1,414.00 ","$265,300.00 ",41,4%,15%,-5%,72,30 mins,3.50%,N/A,-0.30%,31.50%,64.70%,3.72%,3.82%,86.55%,8.30%,,,,,,
Tonawanda town,New York,Erie County,73044,"3,899",80,37,43,38,165,157,85,N/A,N/A,N/A,N/A,11,28,43,N/A,"$53,603.00 ",N/A,"$143,700.00 ",64,5%,28%,35%,71,20 mins,4.20%,1.00%,-1.40%,50.90%,44.50%,N/A,N/A,N/A,3.70%,,,,,,
Topeka,Kansas,Shawnee County,127139,"2,069",88,41,47,38,90,215,16,74%,71%,72%,9,35,71,37,28.57%,"$41,412.00 ",$816.00 ,"$111,500.00 ",52,2%,16%,10%,58,17 mins,4.00%,-0.50%,0.80%,44.20%,46.80%,1.82%,10.48%,78.43%,14.30%,,,,,,
Torrance,California,Los Angeles County,147190,"7,188",77,66,11,14,33,279,0,70%,58%,65%,6,9,30,41,50.69%,"$78,286.00 ","$1,736.00 ","$826,800.00 ",55,3%,33%,28%,53,28 mins,4.00%,0.70%,2.30%,71.80%,22.40%,36.03%,2.91%,46.63%,17.40%,,,,,,
Town 'n' Country,Florida,Hillsborough,83879,"3,796",90,72,18,51,105,243,0,N/A,N/A,N/A,N/A,0,0,37,29.00%,"$49,714.00 ","$1,231.00 ","$210,700.00 ",35,10%,76%,41%,59,26 mins,3.40%,2.30%,8.70%,51.00%,44.20%,4.80%,9.88%,75.59%,46.10%,,,,,,
Towson,Maryland,Baltimore County,58766,"4,152",85,46,39,45,121,212,21,73%,75%,73%,8,17,26,33,65.07%,"$74,916.00 ","$1,438.00 ","$337,900.00 ",58,3%,18%,6%,46,26 mins,4.10%,0.70%,8.70%,55.90%,38.30%,4.98%,15.81%,74.54%,4.40%,,,,,,
Tracy,California,San Joaquin County,87613,"3,957",91,56,35,14,59,264,0,42%,69%,55%,5,11,37,33,22.02%,"$74,748.00 ","$1,774.00 ","$511,400.00 ",24,7%,47%,83%,70,43 mins,4.60%,2.20%,10.30%,53.40%,39.20%,16.31%,4.53%,58.50%,39.30%,,,,,,
Trenton,New Jersey,Mercer County,84867,"11,198",84,44,40,48,120,201,20,76%,77%,76%,7,61,37,34,12.19%,"$35,647.00 ","$1,026.00 ","$62,900.00 ",78,1%,11%,0%,34,24 mins,5.70%,1.30%,-0.40%,66.30%,29.20%,1.45%,49.48%,40.94%,36.00%,,,,,,
Troy,Michigan,Oakland County,83336,"2,490",81,35,46,33,125,180,33,71%,80%,75%,8,9,26,42,60.83%,"$84,325.00 ","$1,215.00 ","$312,800.00 ",41,6%,31%,38%,65,25 mins,3.40%,0.30%,2.90%,51.30%,43.20%,25.57%,3.59%,67.50%,2.30%,,,,,,
Tucson,Arizona,Pima County,530905,"2,231",98,66,32,12,52,286,0,39%,43%,33%,6,37,83,33,27.39%,"$37,149.00 ",$846.00 ,"$185,800.00 ",40,7%,32%,8%,49,22 mins,5.60%,2.00%,2.40%,53.30%,39.70%,3.25%,5.20%,72.05%,42.90%,,,,,,
Tulare,California,Tulare County,62296,"3,057",95,55,40,10,39,265,0,30%,63%,47%,4,32,46,29,10.90%,"$46,387.00 ","$1,055.00 ","$197,000.00 ",32,5%,41%,27%,38,20 mins,7.00%,2.00%,9.40%,41.70%,51.10%,1.50%,3.65%,79.49%,61.30%,,,,,,
Tulsa,Oklahoma,Tulsa County,401352,"2,032",93,50,43,42,78,227,6,67%,70%,71%,9,48,74,34,31.50%,"$41,957.00 ",$829.00 ,"$118,700.00 ",46,4%,27%,22%,33,18 mins,3.40%,2.70%,3.40%,35.60%,58.40%,3.41%,15.24%,64.34%,15.80%,,,,,,
Turlock,California,Stanislaus County,71906,"4,249",94,56,38,12,55,261,0,38%,67%,53%,6,34,50,34,25.10%,"$51,594.00 ","$1,123.00 ","$330,000.00 ",33,7%,53%,66%,49,24 mins,5.30%,1.30%,6.70%,46.80%,45.00%,6.03%,2.66%,76.36%,37.80%,,,,,,
Tuscaloosa,Alabama,Tuscaloosa County,97373,"1,578",92,57,35,53,107,214,0,73%,80%,74%,6,29,59,28,36.91%,"$38,762.00 ",$844.00 ,"$152,900.00 ",32,8%,18%,10%,25,19 mins,3.50%,1.90%,11.10%,38.40%,57.70%,2.54%,44.00%,51.19%,2.60%,,,,,,
Tustin,California,Orange County,80007,"7,196",84,68,16,13,36,278,0,69%,61%,67%,5,14,31,34,43.74%,"$71,105.00 ","$1,856.00 ","$725,700.00 ",37,4%,32%,27%,45,24 mins,2.90%,0.60%,8.50%,50.90%,42.30%,22.51%,2.67%,48.98%,41.20%,,,,,,
Tyler,Texas,Smith County,102561,"1,811",94,58,36,46,86,218,1,65%,77%,73%,6,23,53,33,29.45%,"$42,752.00 ",$923.00 ,"$146,100.00 ",39,7%,27%,25%,50,20 mins,3.50%,3.20%,8.30%,26.30%,69.50%,2.51%,24.06%,68.83%,22.30%,,,,,,
Union,New York,Broome County,54817,"1,546",80,37,43,39,141,154,50,N/A,N/A,N/A,N/A,22,36,41,29.68%,"$45,639.00 ",$783.00 ,"$121,700.00 ",63,5%,7%,0%,71,18 mins,4.30%,-0.30%,-2.70%,45.60%,47.60%,4.17%,6.14%,85.88%,3.60%,,,,,,
Union City,California,Alameda County,74354,"3,833",77,58,19,17,64,265,0,63%,68%,65%,5,15,34,38,40.36%,"$82,564.00 ","$2,202.00 ","$910,100.00 ",37,7%,53%,53%,60,33 mins,3.30%,1.40%,9.20%,78.10%,14.50%,53.38%,4.94%,20.54%,20.90%,,,,,,
Union City,New Jersey,Hudson County,69815,"54,246",84,43,41,48,118,215,26,70%,75%,73%,8,16,26,36,21.59%,"$40,939.00 ","$1,225.00 ","$438,300.00 ",62,15%,80%,20%,26,33 mins,3.70%,N/A,6.20%,74.30%,22.20%,3.79%,5.48%,70.42%,79.60%,,,,,,
Union township (Union Cnty),New Jersey,Union County,58499,"6,448",85,44,41,49,121,205,26,N/A,N/A,N/A,N/A,9,25,41,N/A,"$73,249.00 ",N/A,"$329,700.00 ",64,5%,27%,2%,39,30 mins,3.60%,N/A,5.00%,65.90%,30.50%,N/A,N/A,N/A,16.30%,,,,,,
Upland,California,San Bernardino County,76155,"4,878",94,67,27,21,33,289,0,43%,48%,48%,5,13,42,38,32.35%,"$61,551.00 ","$1,454.00 ","$564,700.00 ",41,5%,33%,56%,56,31 mins,3.60%,2.30%,3.10%,52.10%,41.50%,9.16%,5.89%,63.94%,41.70%,,,,,,
Upper Darby,Pennsylvania,Delaware County,82993,"10,606",86,45,41,45,118,204,18,75%,76%,74%,7,23,28,35,31.90%,"$50,654.00 ","$1,030.00 ","$112,600.00 ",68,10%,22%,0%,45,33 mins,4.30%,0.30%,0.80%,59.30%,37.00%,13.19%,34.51%,46.82%,6.00%,,,,,,
Utica,New York,Oneida County,61114,"3,646",79,34,45,47,165,160,96,80%,86%,81%,8,35,52,34,18.94%,"$31,173.00 ",$725.00 ,"$102,200.00 ",78,9%,28%,20%,60,17 mins,5.60%,-0.30%,-1.20%,37.10%,56.50%,11.48%,15.15%,62.42%,12.30%,,,,,,
Vacaville,California,Solano County,96918,"3,317",93,56,37,25,65,260,0,53%,69%,60%,6,15,34,37,23.62%,"$74,207.00 ","$1,641.00 ","$462,600.00 ",34,6%,47%,65%,68,27 mins,3.70%,0.90%,5.40%,60.90%,30.90%,7.83%,10.11%,65.66%,23.60%,,,,,,
Valdosta,Georgia,Lowndes County,56036,"1,558",91,64,27,52,102,231,0,77%,76%,74%,6,21,79,27,25.73%,"$29,828.00 ",$780.00 ,"$123,900.00 ",35,7%,12%,-4%,35,18 mins,4.20%,2.80%,7.10%,39.80%,57.20%,1.56%,52.85%,40.80%,5.00%,,,,,,
Vallejo,California,Solano County,120599,"3,929",84,56,28,21,65,258,0,61%,69%,63%,6,43,58,37,25.78%,"$58,472.00 ","$1,532.00 ","$411,500.00 ",45,8%,75%,72%,53,34 mins,4.70%,0.90%,3.90%,60.90%,30.90%,23.82%,20.30%,35.33%,25.40%,,,,,,
Vancouver,Washington,Clark County,171393,"3,503",80,46,34,42,164,143,3,64%,82%,75%,5,21,46,36,29.22%,"$50,379.00 ","$1,219.00 ","$317,200.00 ",33,6%,56%,47%,35,25 mins,5.60%,0.90%,7.00%,44.50%,44.30%,5.62%,2.33%,80.13%,12.70%,,,,,,
Ventura,California,Ventura County,110153,"5,034",77,67,10,16,34,272,0,65%,57%,62%,5,21,50,38,35.74%,"$66,485.00 ","$1,632.00 ","$598,700.00 ",47,5%,31%,43%,64,25 mins,3.60%,1.00%,4.70%,54.60%,37.20%,3.80%,1.82%,84.52%,35.40%,,,,,,
Vernon township,Illinois,Lake County,67738,"1,892",82,35,47,36,123,189,37,N/A,N/A,N/A,N/A,10,21,42,N/A,"$107,227.00 ",N/A,"$457,300.00 ",31,2%,19%,1%,63,30 mins,3.80%,2.40%,0.70%,56.40%,36.20%,N/A,N/A,N/A,6.50%,,,,,,
Victoria,Texas,Victoria County,66515,"1,788",95,66,29,41,89,202,0,71%,75%,74%,8,21,50,33,20.66%,"$46,745.00 ",$929.00 ,"$152,400.00 ",41,2%,13%,30%,66,18 mins,3.70%,-1.10%,7.50%,28.30%,67.90%,1.59%,6.96%,85.35%,51.40%,,,,,,
Victorville,California,San Bernardino County,121721,"1,653",97,57,40,14,33,289,0,29%,50%,40%,7,25,45,29,12.93%,"$47,142.00 ","$1,259.00 ","$257,400.00 ",21,6%,49%,52%,71,34 mins,6.40%,2.30%,12.60%,52.10%,41.50%,3.67%,16.78%,63.91%,55.30%,,,,,,
Vineland,New Jersey,Cumberland County,60824,889,85,46,39,45,117,207,15,78%,76%,76%,8,23,55,38,18.82%,"$50,690.00 ","$1,057.00 ","$153,200.00 ",48,4%,7%,-11%,68,22 mins,5.50%,N/A,1.50%,51.10%,45.00%,1.27%,14.23%,70.88%,39.10%,,,,,,
Virginia Beach,Virginia,Virginia Beach city County,450057,"1,839",86,53,33,47,115,213,6,77%,75%,76%,13,10,33,35,36.01%,"$67,001.00 ","$1,367.00 ","$268,100.00 ",35,3%,14%,0%,58,23 mins,2.70%,1.40%,3.20%,44.80%,48.40%,6.69%,19.02%,66.27%,7.80%,,,,,,
Visalia,California,Tulare County,130047,"3,432",94,55,39,11,43,275,0,30%,64%,48%,4,27,47,31,23.14%,"$52,262.00 ","$1,050.00 ","$243,600.00 ",33,6%,37%,30%,32,20 mins,6.00%,2.00%,9.00%,41.70%,51.10%,6.09%,2.26%,70.61%,50.30%,,,,,,
Vista,California,San Diego County,99496,"5,311",82,67,15,13,42,258,0,61%,57%,61%,4,19,27,32,23.92%,"$47,782.00 ","$1,669.00 ","$544,200.00 ",35,5%,35%,52%,61,24 mins,3.80%,1.40%,7.60%,56.30%,36.60%,4.22%,3.09%,82.98%,49.90%,,,,,,
Wabash township (Tippecanoe Cnty),Indiana,Tippecanoe County,64874,"1,334",85,38,47,38,120,186,19,N/A,N/A,N/A,N/A,22,46,22,N/A,"$32,089.00 ",N/A,"$214,300.00 ",30,7%,26%,27%,67,16 mins,3.40%,N/A,12.10%,43.10%,48.60%,N/A,N/A,N/A,5.80%,,,,,,
Waco,Texas,McLennan County,131996,"1,483",96,59,37,36,76,230,0,57%,71%,68%,9,29,54,28,24.89%,"$32,864.00 ",$862.00 ,"$122,100.00 ",42,9%,46%,47%,51,17 mins,4.00%,1.10%,8.00%,34.20%,61.00%,2.10%,21.20%,70.54%,32.10%,,,,,,
Waldorf,Maryland,Charles County,73223,"2,019",85,47,38,44,108,199,16,76%,75%,75%,7,18,28,35,29.50%,"$84,809.00 ","$1,714.00 ","$291,900.00 ",27,4%,19%,-4%,56,44 mins,4.20%,-0.60%,9.10%,63.00%,32.70%,3.33%,60.61%,28.75%,6.60%,,,,,,
Walnut Creek,California,Contra Costa County,68516,"3,468",86,56,30,20,62,262,0,61%,69%,64%,5,11,48,48,66.69%,"$80,399.00 ","$2,095.00 ","$873,800.00 ",44,3%,32%,35%,61,33 mins,2.80%,1.40%,7.40%,67.50%,24.50%,15.34%,2.05%,74.08%,9.20%,,,,,,
Waltham,Massachusetts,Middlesex County,62832,"4,933",81,40,41,48,131,197,50,73%,75%,74%,8,10,20,34,54.24%,"$73,162.00 ","$1,726.00 ","$580,600.00 ",60,3%,42%,37%,61,25 mins,2.30%,4.30%,5.10%,65.30%,27.60%,11.66%,7.09%,71.91%,13.90%,,,,,,
Warner Robins,Georgia,Houston County,74123,"2,033",91,59,32,46,101,223,0,74%,75%,72%,7,29,77,32,27.95%,"$44,661.00 ",$924.00 ,"$113,600.00 ",29,4%,17%,2%,45,20 mins,3.70%,2.10%,17.20%,37.50%,59.00%,4.95%,40.23%,49.66%,7.20%,,,,,,
